en,uz
Term,"muddat, 2) termin, 3)shart, 4) atamoq"
Termination,"oxir, poyon"
Tcrmin'iogy,tcrminol'giya
Terrace,ayvon
Terribly,odam qo'rqadigan darajada
Terrific,dahshatli
Territy,"vahima solmoq, qo'rqitmoq"
Territory,maydon
Terror,"qo'rqinch, 2) terror"
iestify,"guvohlik bemoq, tasdiqlamoq (testi faylasut)"
Text,matn
Textile,"to'qimqchilikka oid, 2) gamol"
Theatricai,"ieatrga oid, soxta"
Theft,o'g'rilik
Theme,mayzu
Theoretical,nazariy
Thereby,shunday qilib
Therefore,shu sababli
Thermomeier,iermometr
Thesis,"tezis, 2) dissertatsiya"
Thigh,son (oyoq qismi)
Thirst,"chanqash, chanqamoq"
Thorn,tikan
Thoughtful,o'ychan
Thrash,"urmoq, 2) yanchmoq"
Thread,"ip, ip o'tkaznoq; (sredri) sr-edni raznerdagi ipni ignadan"
Threaten,"tahdid qilmoq, qo'rqitmoq"
Threshotd,ostona (isiriq sho'rva) Kasarxonada ostonadan
Thrive,"yashnamoq, taraqqiy qflmoq"
Throat,"tomoq, harqum"
Throng,"olomon,2) juda ko'p"
Throughout,har tomonlama
Thrust,zarba 2) turtish
Thuntier,"momoqaidiroq, gumburlamoq"
Thunderstorm,"jala, bo'ron"
Tick,"chiqillash, chiqillamoq, 2) kredit, qarz"" 3) kana"
Tide,"oqim, 2)io'lqiii, g'alay'om 3)o'4garishlar"
Tidy,"toza,pokizaz (daydi) Daydilarpokizalik nimaligini bilmaydi"
Tighten,"qismoq, siqmoq"
Tile,kal'el
Timely,kerak vaqtida sodir borlish (tayinli) Tayinli istrlar kerak
Timid,"tortinchoq, 2) qo,rqoq"
Tip,"choychaqa,2)oxir,3) sai tegish"
Tissue,"yupqa qimmat mato,2) to'qima,3)qog'oz salfetka"
Title,"sarlavha, sarlavha qo'ymoq, 2) unvon, unvon bermoq, 3)"
Toasi,"qoviiriigan non, qovurmoq"
Token,"belgi, rtmz.2) sovg'a"
Tolerable,"durust, chidasa bo'ladigan"
Toierance,chi<iab turishiik (ioiiqtiras) Xotin sergap eiga o'zi
Tolerant,chidamli
Toll,"boj, 2) qo'ng'iroq ovozi"
Torch,mash'al
Torrent,"shiddatti oqim, 2) jala"
Toiture,"{itloq, az,oblamoq"
Toss,"otish, irg'itish"
Tough,"tich,, qaliq 2) bezori"
Tourism,turizm
Towel,sochiq
Tower,minora
Trace,"iz, izidan tushmoq"
Tractor,traktor
Tragedy,fojia
Trail,"iz, izidan bormoq, 2) sudralib yurmoq"
Tramp,daydi
Trampie,o'tni( ko'katni) bosmoq
Tranquil,"sokin, tinch"
Transaction,"ish, xizmat, 2) ketishuv"
Transfer,ko'chirmoq (fransfer) Buny'odkor fransfcr uchm Rcal
Transform,o'4artirmoq
Translbrmation,o'zgarish (transformer) Transtbrmer
Transistor,radiopriyomnik (tranzistor) O'xshash so'zlar
Transit,"yo'l yurish, 2) sayohat, 3) tranzit"
Transmit,\u
Transplani,ko'chat qilmoq
I'rap,"qopqon, tuzoq qo'ymoq, tuzoqqa tushirmoq"
Traverse,ko'ndalang
Tray,patnis
Treari,"qadam, qadam tashiamoq"
Treason,xoinlik (turizrn) turizmlar davlati xoinlik natiiasida
Treatment,"davolash, 2) muomala qilish"
Tremble,titramoq
Tremendous,"qo'rqinchli, 2) ulkan"
Trench,"o'ra, chuqur qadmoq"
Trial,"sinov, ko'rik,2) sud jarayoni"
Tribe,qabila
Tribuie,"soiiq, o'ipon, 2)foyda, naf"
Trick,"hiyla, ayyorlik (tirik) tirik"
Trickle,"tomchilab oqish, oqmoq"
Trigger,tepki
I'rim,"butamoq,2) yasatmoq, 3) toza, ixcham, 4) butash"
Triple,"uch karra ko'paytirmoq, uchyoqlama, uch hissa katta"
Triviai,"siyqasi chiqqan, bcma'ni"
Tropic,tropik O'xshash so'dar
Troublesome,"sertashvish, notinch"
Trumpet,karnay
Tub,tog'ora
Tube,quvur
Tuck,"qat, tax"
Tug,"sudramoq, 2) silkitib tortmoq"
Tuition,"o'qitish, ta'lim berish"
Tumble,"yiqilmoq, qulamoq"
Tumuii,"qiychuv, to,polon"
Tunnel,"yerosti yo'li, tunel qunnoq"
Turbulent,"bo'ronli, 2) to'polonchi"
Tui'nover,"oboi'ot, 2) ishchi kiichining qo'nimsiziigi"
Tutor,"o'qituvchi, tarbiyachi"
Twig,"shoxcha, novda"
Twilight,oqshom
Twinkle,charaqlamoq
Twist,"buramoq, 2) o'ramoq"
Typhoon,kuchli to'fon
Typicai,"xarakierii, o'ziga xos"
Tyranny,zulm
Tvr-e,balon
ugly,"xunuk, ko'ngilsiz"
Ultimate,"so'ngi, 2) yakuniy,3) eng olis"
ultimately,"oqibatda, axiri; (alternativliy) Elelcton zanalu"
ultrasonic,tovushdan ham tez
Ultraviolet,ultrabinal'sha
Unbearable,"juda yomon, juda og'ir"
uncover,"ochmoq, orib tashramoq"
underestimate,past baho bermoq
Lhdergo,boshdan kechirmoq
Undergraduate,oxirgi kurs talabasi 2) tajribasiz
Underground,metro 2) yashirin 3) yer ostidagi
lintierline,"tagiga chizmoq, 2) alohida urg,u bermoq"
Underlying,asosiy. 2) ... ostida yotgan
Undermine,"yemirmoq, 2) kovlamoq,3) portlatib buznoq"
Underneath,"quyida, 2) pastga, 3) tagida"
Undertake,"zimmasiga olmoq,2) kirishmoq"
Undertaking,"ish, majhurivat"
Undo,"bekor qilmog, yo'e qilmoq"
Undoubtedly,shubhasiz
l-nfair,atioiaisi4 nohaq
Unfold,"yoymoq, ochmoq"
Unfortunately,baxtga qarshi
Unilbrm,"lbrma, tbrma kiyrnoq, 2) bir xil, bir xillashtirmoq"
Unique,"noyob, yagona"
Unity,birdamlik (yutin) Birdanrlik harakatidagilar shirinliklarni
Universe,"koinot, olam"
Unprecedented,"tengi yo'q, mislsiz"
Uphold,"qullab-quvaflamoq,2) tutib turmoq"
upright,"tikka,2) tirgovich, tirgak (autsayt) Koptok tikkaga"
Upset,"ag'darmoq,2\ xafz qilmoq"
Urge,"ilhomlantiruvchi, undamoq"
Urgent,"shoshilinch, favqulodda"
Utcnsil,"idish-foiaqtar, 2) asboblar"
Utility,"naf, foyda"
Utilize,foydalanmoq
Utmost,eng olis
Utterance,hkr bildirish
Vacancy,"bo'sh o'rin,2) ochiq joy"
Vacani,bo'sh
Vacation,"mehnat ta'tili, dam olmoq"
Valid,"ta'sirli, kuchini yo'qotmagan"
Validity,"qonuniylik, 2) asoslanganlik 3) yaroqlilik (volidani)"
Vaiiey,"vodiy, 2) tarnov"
Valve,"klapan,2) jo'mrak,3)zolotnik (vafli) Vafli zavoddanhuddi"
Vanity,"behuda urinish,2) bekorlik, 3) natijasidik (Ivan itini)"
vapor,"bug', 2) shok natijasida o'zini betob his qilish"
variable,o'zgaruvchan
Variant,"variant,2) harxil"
variation,"tur, xil, 2) o'zgarish"
Varied,"turli, har xil"
Variety,xilma-xillik (terabalt) Xotirakartalari xilma-xil bo'lsa
Various,"har xil, turli, 2) bir qancha"
Vary,"farq qilmoq,2)o'z4arntoq, o'4artirmoql (eri) Muzlaming"
Vegetable,sabzovot
Vein,"vena, qon tomiri"
velocity,"tedik, jadaltik (velosoped) velosopedlm tezligi"
Vengeance,"o'ch, qasos"
ventilation,havoni yangilash
Verbal,"og,zaki"
Verge,"chegara, qirra, yaqinlashmoq"
Verity,"tekshirmoq, 2) guvohlik bermoq"
Version,rivoyat 2) variant 3) tarjima
Vessel,"kema, samolyot"
Veteran,faxriy inson
Veto,"veto, bekor qilmoq"
vex,"ranjitmoq, o'ksitmoq"
vibrate,"ziriltamoq, tebranmoq"
vice,"nuqson, qusur, 2) o'rinbosar, 3) o'rniga"
vicinity,"yaqinlik, yonma-yonlik (biz intit) Biz"
vicious,"odobsi4 2) nuqsonli, no'to'g'ri"
Victorious,"zafarli,g'olibona"
victory,"g'alaba, zafar, yutuq"
Vine,"tok, uzum"
Violate,"buanoq, chetga chiqmoq"
Violence,"kuch,2) qahr, g,azab"
Virtual,"haqiqiy, chin"
Virtually,"aslida, haqiqattan"
Virtue,"yaxshi fazilat,2)himmat"
Viscous,"egiluvchan, 2) yopishqoq"
Vision,ko'rish qobiliyati
Visual,"ko'rgazmali, ko'rishga oid"
Vivid,"yorqin, 2) jo'shqin, g'ay-atli"
Vogue,"urf, odat"
Void,"bo'shliq, 2) bo'sh, 3) bo'shamoq, xoli bo'lmoq"
Voltano,vulqon
Volley,"baravariga o'q uzish, uzmoq"
Voltage,voltaj ( elektorga oid)
Volume,"hajm, ko'lam, 2) jild, tom"
Voluntary,ko'ngilli
volunteer,"ko'ngili, tatabgor, 2) taktif qilmoq"
Voter,saylovchi
Vowel,unli tovush
Voyage,"dengiz sayohati, safar qilmoq"
Wade,sayoz joydan kechmoq
Wag,"qimirlatmoq, likillatmoq, qimirtatish, 2) masxaraboz"
Wage,"macsh, oylik, 2) urush qilmoq, boshlannoq"
Waist,bel
Waive,"rad etmoq, tonmoq"
Wake,"uyg'onmoq, bedor bo'lmoq 2) kema izi"
Walnut,yong'oq
Wander,"daydimoq, sargardon bo'lmoq"
Ward,"vasiylik, vasiylik ostidagi,2) palata"
Wardrobe,garderob
Ware,"mahsulotlar, 2) sopol buyumlar,3) hushyor"
Warehouse,omborxona
Warfare,"urush, jang"
Warrior,askar
weapon,qurol
weaver,"to'quvchi, yigiruvchi"
W-eb,"o'rgimchak to'ri, to,rini to'qimoq"
Wedge,"pona, pona qoqmoq"
Weed,"begona o't, o'tamoq, 2) tamaki"
W-eid,payvantiiamoq
Welfare,"farovonlik, tinchlik"
Whereas,"holbuki, 2\ ...ga qaramasdan, 3) modomiki"
Whilst,"vaqtida, paytida"
Whip,"novda, 2) savalamoq"
Whisper,"shivirlash, pichirlamoq"
Whistle,"hushtak, hushtak chalmoq"
Wholesaler,ulgurji sotuvchi
Wholesome,"foydali, foyda keltiradigan"
Widespread,keng tarqalgan
Width,"kenglik, cheksizlik (vitsa) Samsung vitsa presidenti Xitoy"
Wilderness,"sahro, cho'l"
Willow,"majnuntol, 2) chillak (velo poyga) Toshkent"
Winding,"burash, egri-bugri, buralgan"
Wisdom,"donolik, donishmandlik (viza dum) Elchixonada"
Withdrawal,qaytarib olish
Wither,so'limoq
wthhold,to'xtatib-ushlab qotmoq
withstand,"bardosh bermoq, qarshi turmoq"
Witness,"guvoh, kafil, guvoh bo'lmoq; (sintez) Guvohlaming gapi"
Wood,"o'rmon, 2)taxta"
Wool,"jun, yung"
Wording,tahrir
Worldwide,olamshumul
Worst,juda yomon
Worthwhile,"arzirli, loflq"
Wrap,"o'ramoq, o'rash 2) ro'mol, 2) yurgaktamoq"
Wreck,"halokat, halokatga uchramoq, 2) barbod bo'lmoq, 3)"
wrench,"siltash, siltamoq"
Wrestle,"bellashuv, kurashmoq"
Wretched,"ayanchli, nochor"
Wring,"qismoq,2) buramoq, qayirmoq"
Wrinkle,"ajin, ajin bosmoq 2) g'ijim,3) foydali maslahat"
Wrist,"bilak, 2) qo'lga taqiladigan"
Yacht,yaxta. yaxtada suznoq
Yard,"yard(914.4 mm) 2) hovli,3) park, 4)ombor"
Yawn,"esnamoq, esnash"
Yeast,xamirtrush
Yield,"hosil miqdori, 2) ishlab chiqarmoq, 3) voz kechmoq, 4)"
Yoke,"buyinturuq, kishan 2) ko'krak-burma (libos)o 3)qo'shmoq"
Yolk,tuxum sarig'i
Zealous,"shijoatri, tirishqoq, havasmand"
Zone,"hudud,2) kamar, 3) hududlarga bo'lmoq"
Tnolagy,zoologiya
